English,French,German,Arabic
Show window title on the titlebar,Afficher le titre de la fenêtre dans la barre de titre,Fenstertitel in der Titelleiste anzeigen,أظهر عنوان النافذة في شريط العنوان
Show window title set by escape sequence on the titlebar,Afficher le titre de la fenêtre défini par la séquence d'échappement dans la barre de titre,"Fenstertitel, der durch die Escape-Sequenz festgelegt ist, in der Titelleiste anzeigen",أظهر عنوان النافذة الذي تم تعيينه بواسطة تسلسل الهروب على شريط العنوان
Show:,Afficher :,Anzeigen:,أظهر:
Shrink Font,Réduire la police,Schrift verkleinern,قلص الخط
Shrink View,Réduire la vue,Ansicht verkleinern,عرض مقلص
Silence in '%1' (Session '%2'),Silence de « %1 » (Session « %2 »),Keine Aktivität in „%1“ (Sitzung „%2“),سكوت في '%1' (الجلسة '%2')
Size of each marker (as a percentage of scrollbar length):,Taille de chaque marqueur (En pourcentage de la longueur de la barre de défilement) :,,حجم كل علامة (كنسبة مئوية من طول شريط التمرير):
Size:,Taille :,Größe:,الحجم:
Size: %1 x %2,Taille : %1 x %2,Größe: %1 × %2,القياس: %1 × %2
Small,Petit,Klein,صغير
Smooth fonts,Polices lissées,Kantenglättung für Schriftarten,خطوط ناعمة
Solaris console,Console Solaris,Solaris-Konsole,لوحة تحكم سولاريز
Solaris support and history,Prise en charge de « Solaris » et historique,Solaris-Unterstützung und Arbeit am Verlaufsspeicher,دعم سولاريس والتاريخ
Solarized,Solarisé,Solarisiert,شمسي
Solarized Light,Lumière solarisée,Solarisiert hell,ضوء شمسي
"Some terminal applications have mouse support, this allows them to get it by default. It can be toggled on/off while running as well.",Certaines applications de terminaux prennent en charge la souris. Elles peuvent ainsi la mettre en œuvre par défaut. Elles peuvent également activer / désactiver la souris pendant l'exécution.,"Einige Terminalanwendungen haben Mausunterstützung, so dass sie diese standardmäßig erhalten können. Sie kann auch während der Ausführung ein- und ausgeschaltet werden.",بعض تطبيقات الطرفية تدعم الفأرة، هذا الخيار سيسمح تمكينها بشكل افتراضي. يمكن تشغيل أو تعطيل هذه الميزة أثناء التشغيل أيضا.
Split View,Scinder la vue,Ansicht teilen,افصل العرض
Split View Automatically,Scinder automatiquement la vue,Ansicht automatisch teilen,افصل العرض آلياً
Split View Automatically from next tab,Scinder automatiquement la vue à partir du prochain onglet,Ansicht automatisch teilen,افصل العرض آلياً من اللسان التالي
Split View Left-Right,Scinder la vue gauche / droite,Ansicht Links/Rechts teilen,افصل العرض يمين-يسار
Split View Left/Right,Scinder la vue gauche / droite,Ansicht Links/Rechts teilen,افصل العرض يمين/يسار
Split View Left/Right from next tab,Scinder la vue gauche / droite à partir du prochain onglet,Ansicht Links/Rechts teilen,افصل العرض يمين/يسار من اللسان التالي
Split View Top-Bottom,Scinder la vue haut / bas,Ansicht Oben/Unten teilen,افصل العرض فوق-تحت
Split View Top/Bottom,Scinder la vue haut / bas,Ansicht Oben/Unten teilen,افصل العرض فوق/تحت
Split View Top/Bottom from next tab,Scinder la vue haut / bas à partir du prochaine onglet,Ansicht Oben/Unten teilen,افصل العرض فوق/تحت من اللسان التالي
Splits,Séparateurs,Geteilte Ansicht,التّجزئات
Start Konsole in fullscreen mode,Démarrer Konsole en mode plein écran,Konsole im Vollbildmodus starten,ابدأ كونسول في وضع ملء الشاشة
Start Konsole in the background and bring to the front when Ctrl+Shift+F12 (by default) is pressed,Démarrer Konsole en arrière-plan et l'afficher lorsque la touche « Ctrl+Maj+F12 » (par défaut) est utilisée,"Konsole im Hintergrund starten und hervorholen, wenn Strg+Umschalt+F12 (Voreinstellung) gedrückt wird",ابدأ كونسول في الخلفية و أحضره إلى الأمام عن ضغط مفتاح Ctrl+Shift+F12 (مبدئيا)
Start in same directory as current session,Démarrer dans le même dossier que la session actuelle,Im selbem Ordner als aktuelle Sitzung starten,ابدأ بنفس الدليل الموجود في الجلسة الحالية
Stephan Binner,Stephan Binner,Stephan Binner,Stephan Binner
Stephan Kulow,Stephan Kulow,Stephan Kulow,Stephan Kulow
Stop Auto Save,Arrêter l'enregistrement automatique,,أوقف الحفظ تلقائي
Stopping autosave due to switching of screens.,Arrêt de l'enregistrement automatique en raison du changement d'écrans.,,إيقاف الحفظ التلقائي بسبب تبديل الشاشات.
Stretch,Étirer,Strecken,ممدد
Substitute/Suspend: may suspend current process,Substituer /Suspendre : peut suspendre le processus actuel,Ersatz/Aussetzen: kann den laufenden Prozess aussetzen,بديل/ معلق: قد يوقف العملية الحالية
Supported Images,Images prises en charge,Unterstützte Bilder,الصور المدعومة
Sven Fischer,Sven Fischer,Sven Fischer,Sven Fischer
Switch Profile,Changer de profil,&Profil wechseln,بدِّل الوَضع
Switch to Last Tab,Passer au dernier onglet,Zum letzten Unterfenster wechseln,انتقل إلى آخر لسان
Switch to Tab %1,Passer à l'onglet %1,Zu Unterfenster „%1“ wechseln,انتقل إلى اللسان %1
System Bell,Cloche du système,Signalton des Systems,جرس النظام
System Notifications,Notifications du système,Systembenachrichtigungen,إخطارات النّظام
System temporary directory (%1),Dossier temporaire du système (%1),Temporärer Ordner des Systems (%1),دليل النظام المؤقت (%1)
Tab Bar / Splitters,Barre d'onglets / Séparateurs,Unterfensterleiste / Geteilte Ansicht,شريط اللسان / فواصل
Tab Co&lor:,Cou&leur de l'onglet :,Unterfensterfarbe:,ل&ون اللسان:
Tab Monitoring,Surveillance des onglets,Überwachung der Unterfenster,مراقبة الألسنة
Tab Properties,Propriétés de l'onglet,Unterfenster-Eigenschaften,خصائص اللسان
Tab Titles,Titres des onglets,Unterfenster-Beschriftungen,عناوين الألسنة
Tab title format used when a remote command (e.g. connection to another computer via SSH) is being executed,"Format du titre d'un onglet sur lequel est exécuté une commande distante (c'est-à-dire, une connexion à une autre machine au travers de SSH)","Beschriftungsformat für Unterfenster, die einen Fernzugriffs-Befehl ausführen (z. B. zur Verbindung mit einem entfernten Rechner via SSH).",تنسيق عنوان اللسان عندما ينفذ أمر بعيد (على سبيل المثال اتصال بحاسوب آخر عن طريق SSH )
Table characters BiDi mode override,Annulation du mode « BiDi » de caractères de table,,تجاوز وضع أحرف الجدول ثنائي الاتجاه
Tabs,Onglets,Unterfenster,الألسنة
Temporary Files,Fichiers temporaires,Temporäre Dateien,الملفّات المؤقّتة
Terminal contents,Contenus du terminal :,Terminal-Inhalte,محتويات الطرفية
Terminal emulator,Émulateur de terminal,Terminal-Emulator,محاكي الطرفية
Test Area,Zone de test,Testbereich,مساحة اختبار
Text Editor Command:,Commande pour l'éditeur de texte :,Texteditorbefehl:,أمر محرّر نصوص:
Text Editor Custom Command,Commande pour la personnalisation de l'éditeur de texte,Benutzerdefinierter Texteditorbefehl,أمر محرر النصوص المخصص
Text editor to use when opening text file URLs at a given line/column.,L'éditeur de texte à utiliser pour l'ouverture des « URL » de fichier de texte à une ligne / colonne donnée.,Texteditor für das Öffnen von URLs von Textdateien an angegebener Zeile/Spalte.,محرر نصوص لاستخدامه عند فتح عناوين URL للملفات النصية في سطر / عمود معين.
Text interaction,Interaction de texte,Text-Interaktion,تفاعل النص
Text recognized as a file will be underlined when hovered by the mouse pointer.,Le texte reconnu comme un ficher sera souligné lors d'un survol par le pointeur de la souris.,"Text, der als Datei-Verknüpfung erkannt wird, wird beim darüberfahren mit dem Mauszeiger unterstrichen werden.",النص المكتشف بأنه ملف سيسطر عند تحليق مؤشر الفأرة فوقه.
"Text recognized as a file, link or an email address can be opened by direct mouse click.","Le texte reconnu comme un fichier, un lien ou une adresse de courrier électronique peut être ouvert directement par un clic de souris.","Text, der als Datei-Verknüpfung, Verknüpfung oder E-Mail-Adresse erkannt wird, kann durch einen direkten Mausklick geöffnet werden.",النص المكتشف بأنه ملف أو رابط أو عنوان بريد إلكتروني يمكن أن يُفتَح بالنقر المباشر بالفأرة.
Text recognized as a link or an email address will be underlined when hovered by the mouse pointer.,Le texte reconnu comme un lien ou une adresse de courrier électronique sera souligné lors d'un survol par le pointeur de la souris.,"Text, der als Datei-Verknüpfung oder E-Mail-Adresse erkannt wird, wird beim darüberfahren mit dem Mauszeiger unterstrichen werden.",النص المكتشف بأنه رابط أو عنوان بريد إلكتروني سيتم تسطيره عند تحليق مؤشر الفأرة فوقه.
Text:,Texte :,Text:,نص:
Thanks to many others.,Remerciements aux nombreux autres contributeurs.,Der Dank geht noch an viele weitere!,والشكر موصول إلى آخرين.
The .css file to use for the tab bar style,Le fichier .css à utiliser pour le style de la barre des onglets,Die „.css“-Datei für den Stil der Unterfensterleiste,ملف css. الذي سيُستخدَم لشكل شريط الألسنة
"The D-Bus methods sendText/runCommand were just used.  There are security concerns about allowing these methods to be public.  If desired, these methods can be changed to internal use only by re-compiling Konsole.  This warning will only show once for this Konsole instance.","Les méthodes « sendText / runCommand » de « D-Bus » viennent juste d'être utilisées. Il y a des soucis de sécurité à autoriser ces méthodes à être publiques. Si vous le souhaitez, ces méthodes peuvent être changées pour un usage interne seulement en recompilant Konsole.  Cet avertissement ne sera affiché qu'une seule fois pour cette instance de Konsole.","Die D-Bus-Methoden sendText/runCommand wurden soeben benutzt. Diese Methoden öffentlich nutzen zu können ruft Sicherheitsbedenken hervor. Sie können bei Bedarf auf interne Verwendung beschränkt werden, indem Konsole neu kompiliert wird.  Diese Warnung wird nur einmal in dieser Konsole-Sitzung angezeigt.",استخدمت طريقة D-Bus sendText / runCommand للتو. هناك مخاوف أمنية بشأن السماح بأن تكون هذه الأساليب عامة. إذا رغبت في ذلك ، يمكن تغيير هذه الطرق إلى الاستخدام الداخلي فقط عن طريق إعادة تجميع كونسول.   سيظهر هذا التحذير مرة واحدة فقط لمثيل كونسول هذا. 
The background transparency setting will not be used because your desktop does not appear to support transparent windows.,Impossible d'utiliser la transparence de l'arrière-plan car votre bureau ne semble pas gérer ce type de fenêtre.,"Die Einstellungen zur Hintergrund-Transparenz werden nicht verwendet, weil Ihre Arbeitsfläche anscheinend keine transparenten Fenster unterstützt.",لن يتم استخدام إعدادات الخلفية الشفافة بسبب أن سطح  مكتبك لا يدعم النوافذ الشفافة فيما يبدو.
The command to execute when new terminal sessions are created using this profile,Commande à exécuter lorsque que de nouvelles sessions de terminal sont créées avec ce profil,"Der Befehl, der ausgeführt werden soll, wenn neue Terminal-Sitzungen mit diesem Profil erzeugt werden",الأمر مراد تنفيذه عند إنشاء جلسة طرفية جديدة باستخدام هذه التشكيلة
"The format is e.g. 'editorExec PATH:LINE:COLUMN'

PATH    will be replaced by the path to the text file
LINE    will be replaced by the line number
COLUMN  (optional) will be replaced by the column number
Note: you will need to replace 'PATH:LINE:COLUMN' by the actual
syntax the editor you want to use supports; e.g.:
gedit +LINE:COLUMN PATH

If PATH or LINE aren't present in the command, this setting
will be ignored and the file will be opened by the default text
editor.","Le format est, par exemple, « editorExec PATH : LINE : COLUMN »

Le paramètre « PATH » sera remplacé par l'emplacement du fichier de texte.
Le paramètre « LINE » sera remplacé par le numéro de ligne.
Le paramètre optionnel « COLUMN » sera remplacé par le numéro de colonne.
Remarque : vous devriez remplacer « PATH : LINE : COLUMN » par la syntaxe
courante prise en charge par l'éditeur que vous voulez utiliser, par exemple :
gedit +LINE : COLUMN PATH

Si les paramètres « PATH » ou « LINE » sont absents dans la commande, ce paramétrage
sera ignoré et le fichier sera ouvert avec l'éditeur de texte
par défaut.","Das Format ist z.B. 'editorExec PFAD:ZEILE:SPALTE'

PFAD wird durch den Pfad zur Textdatei ersetzt
ZEILE wird durch die Zeilennummer ersetzt
SPALTE (optional) wird durch die Spaltennummer ersetzt
Hinweis: Sie müssen 'PFAD:ZEILE:SPALTE' durch die tatsächliche Syntax
ersetzen, die der Editor, den Sie verwenden wollen, unterstützt; z. B.:
gedit +ZEILE:SPALTE PFAD

Wenn PFAD oder ZEILE im Befehl nicht vorhanden sind, wird
diese Einstellung ignoriert und die Datei wird mit dem Standardtext
Editor geöffnet.","التنسيق على سبيل المثال 'اسم المحرر المسار:السطر:العمود'

المسار    سيستبدل بالمسار إلى ملف النص
السطر    سيتبدل برقم السطر
العمود  (اختياري) سيستبدل برقم العمود
ملاحظة: ستحتاج إلى استبدال 'المسار:السطر:العمود' بالقواعد
التي يدعمها المحرر الذي ترغب به؛ على سبيل المثال:
gedit +السطر:العمود المسار

إذا لم يكن المسار أو السطر موجودا في الأمر ؛ فإن هذه الإعدادات
ستتجاهل ويفتح الملف بالمحرر النصي
المبدئي."
"The formats of possible links, like http://, https:// and file://","Les formats des liens possibles comme « http:// », « https:// » et « file:// ».","Das Format möglicher Verknüpfungen wie zum Beispiel http://, https:// und file://",التنسيقات المحتملة للوصلات، مثل http:// و https:// و file://
The highlighted characters are invalid in profile names: %1.,Les caractères mis en évidence sont non valables dans les noms de profils : %1.,,المحارف المبرزة غير صالحة في اسم التشكيلات: %1.
The hostname of the server,Le nom d'hôte du serveur,Der Rechnername des Servers,اسم مضيف للخادم
The initial working directory for new terminal sessions using this profile,Le dossier initial de travail pour les nouvelles sessions de terminal utilisant ce profil,"Dies ist der Startordner für neue Sitzungen, die mit diesem Profil erzeugt werden.",دليل العمل المبدئي لجلسات الطرفية التي تستخدم هذه التشكيلة
The name of this entry on the list,Le nom de cette entrée dans la liste.,Der Name dieses Eintrags in der Liste,اسم هذه المدخلة في القائمة
The number of pixels between two lines,Le nombre de pixels entre deux lignes,Die Anzahl der Pixel zwischen zwei Zeilen,عدد البكلسات بين كل سطرين
"The port of the server, 22 is the default for ssh connections",Le port du serveur 22 est celui par défaut pour les connexions « ssh ».,"Der Port des Servers, 22 ist der Standard für SSH-Verbindungen",منفذ الخادوم، 22 هو المنفذ المبدئي لاتصالات ssh
The private key,La clé privée,Der private Schlüssel,المفتاح الخاص
The private key to be used for this connection,La clé privée à utiliser pour cette connexion.,"Privater Schlüssel, der für diese Verbindung verwendet wird",المفتاح الخاص الذي سيستخدم لهذا الاتصال
The process '%1' has finished running in session '%2',Le processus « %1 » s'est terminé dans la session « %2 »,Der Prozess „%1“ in der Sitzung „%2“ wurde beendet,انتهت العملية '%1' من العمل في الجلسة '%2'
The profile to be active when the ssh session starts,Le profil devant être actif quand la session « ssh » démarre.,"Das Profil, das beim Start der SSH-Sitzung aktiv sein soll",التشكيلة التي ستنشط عندما تبدأ جلسة ssh
The program '%1' in this session would not die.  Are you sure you want to kill it by force?,Le programme « %1 » de cette session ne veut pas être arrêté. Voulez-vous vraiment forcer l'arrêt ?,"Das Programm „%1“ in dieser Sitzung kann nicht beendet werden. Sind Sie sicher, dass Sie das Beenden erzwingen möchten?",لن يتوقف البرنامج '%1' في هذه الجلسة. هل أنت متأكد من أنك تريد إيقافه بالقوة؟
The program '%1' is currently running in this session.  Are you sure you want to close it?,Le programme « %1 » est actuellement lancé dans cette session. Voulez-vous vraiment la fermer ?,"In dieser Sitzung läuft gerade das Programm „%1“. Sind Sie sicher, dass sie geschlossen werden soll?",البرنامج '%1' يعمل حاليا في هذه الجلسة. أمتأكد أنك تريد إغلاقها؟
The shell prompt is displayed in session '%1',Le prompt du shell est affiché dans la session « %1 ».,,محث الصدفة معروض في الجلسة '%1'
"The text you're trying to paste contains hidden control characters, do you want to filter them out?",Le texte que vous essayez de coller contient des caractères de contrôle cachés. Voulez-vous les filtrer ?,"Der Text, den Sie einfügen möchten, enthält ausgeblendete Kontrollzeichen, möchten Sie sie ausfiltern?",يحتوي النص الذي تحاول لصقه على أحرف تحكم مخفية، هل تريد تصفيتها؟
The threshold for continuous silence to be detected by Konsole,Le seuil exprimé en secondes pour la détection par Konsole d'un silence,"Der Grenzwert für Inaktivität in Sekunden, die Konsole feststellen soll",عتبة السكون المستمر ليكتشفها كونسول
The username for the connection,Le nom d'utilisateur pour la connexion,Benutzername für die Verbindung,اسم المستخدم للاتصال
The window size will be saved upon exiting Konsole,La taille de la fenêtre sera enregistrée à la fermeture de Konsole,Speichert die Fenstergröße beim Beenden von Konsole,سيُحفَظ حجم النافذة عند الخروج من كونسول
There are %1 open terminals in this window. Do you still want to quit?,Cette fenêtre contient %1 terminaux ouverts. Voulez-vous vraiment quitter ?,In diesem Fenster gibt es noch %1 geöffnete Terminals. Möchten Sie dennoch beenden?,يوجد %1 طرفيات مفتوحة ، هل أنت متأكد أنك تريد الخروج؟
"There are some errors on the script, do you really want to run it?",Il y a plusieurs erreurs dans ce script. Voulez-vous vraiment le lancer ?,"Das Skript weist einige Fehler auf, wollen Sie es wirklich ausführen?",يوجد عدة أخطاء في هذا السكربت، هل ترغب حقاً في تشغيله؟
This color scheme uses a transparent background which does not appear to be supported on your desktop,Ce modèle de couleurs possède un arrière-plan transparent qui ne semble pas être géré par votre bureau.,"Dieses Farbschema verwendet einen transparenten Hintergrund, der von Ihrem System scheinbar nicht unterstützt wird.",هذا المخطط اللوني يستخدم خلفية شفافة والتي لا يدعمها سطح مكتبك فيما يبدو.
This terminal is read-only.,Ce terminal est en lecture seule.,Dieses Terminal ist schreibgeschützt.,الطرفية للقراءة فقط
Thomas Dreibholz,Thomas Dreibholz,Thomas Dreibholz,Thomas Dreibholz
Thomas Surrel,Thomas Surrel,Thomas Surrel,Thomas Surrel
Threshold for continuous silence:,Seuil du silence continu :,Grenzwert für anhaltende Inaktivität:,عتبة السكون المستمر:
Thumbnail Width,Largeur de la vignette,Vorschaubreite,عرض المصغرة
Thumbnails,Vignettes,Vorschaubilder,المصغّرات
Tile,Tuile,Kacheln,قطعة
Title,Titre,Bezeichnung,العنوان
Title can not be empty or blank,Le titre ne peut être vide ou blanc.,Der Titel darf nicht leer sein,لا يجب أن يكون العنوان فارغًا
To the &right of terminal area,Vers la d&roite de la zone du terminal,Unterha&lb der Terminalfenster,إلى &يمين منطقة الطرفية
To the left of terminal area,Vers la gauche de la zone du terminal,Unterha&lb der Terminalfenster,إلى شمال منطقة الطرفية
Toggle Background Window,Inverser la fenêtre d'arrière-plan,Hintergrundfenster umschalten,بدِّل النافذة الخلفية
Toggle Between Two Tabs,Basculer entre deux onglets,Umschalten zwischen zwei Unterfenstern,بدّل بين لسانيين
Toggle line numbers display,Basculer ou non l'affichage des numéros de ligne,Anzeige von Zeilennummern ein-/ausschalten,بدّل بين عرض أرقام الأسطر
Toggle maximize current view,Maximiser / Réduire la vue actuelle,Maximieren der aktuellen Ansicht umschalten,بدّل تكبير العرض الحالي
Toggle semantic hints display,Basculer ou non l'affichage de astuces sémantiques,Anzeige von semantischen Hinweise ein-/ausschalten,بدّل بين إظهار التلميحات الدلالية
Toggle zoom-maximize current view,Basculer ou non la vue courante en taille maximale,Maximieren der aktuellen Ansicht umschalten,بدّل أقصى تكبير للعرض الحالي
Tomaz Canabrava,Tomaz Canabrava,Tomaz Canabrava,Tomaz Canabrava
Tooltip,Infobulle,Kurzinfo,التلميحة
Top,Haut,Oben,أعلى
Treat table drawing characters as strong LTR.,Traiter les caractères de dessin de la table comme une LTR fort.,,تعامل مع أحرف رسم الجدول على أنها حروف من اليسار إلى اليمين قوية.
Trim leading spaces,Éliminer les espaces superflus au début,Voranstehende Leerzeichen abschneiden,اقتطع الفراغات السابقة
"Trim leading spaces in selected text, useful in some instances","Éliminer les espaces superflus au début du texte sélectionné, utile dans certains cas","Entfernt voranstehende Leerzeichen von ausgewähltem Text, das ist manchmal nützlich",اقتطع الفراغات السابقة في النص المحدد، مفيد في بعض الحالات
Trim trailing spaces,Éliminer les espaces superflus,Anhängende Leerzeichen abschneiden,اقتطع الفراغات اللاحقة
"Trim trailing spaces in selected text, useful in some instances","Éliminer les espaces superflus dans le texte sélectionné, utile dans certains cas","Entfernt anhängende Leerzeichen von ausgewähltem Text, das ist manchmal nützlich",اقتطع الفراغات اللاحقة في النص المحدد، مفيد في بعض الحالات
Triple-click selects:,Sélection par triple clic :,Auswahl mit Dreifachklick:,النقر الثلاثي يحدد:
Un-named Color Scheme,Modèle de couleurs sans nom,Unbenanntes Farbschema,مخطط لوني غير مسمى
Underline,Souligné,Unterstrichen,تسطير
Underline files,Souligner les fichiers,Dateien unterstreichen,تسطير الملفات
Underline links,Souligner les liens,Verknüpfungen unterstreichen,تسطير الوصلات:
Up/Down Arrows emulation,Émulation des flèches vers le haut et vers le bas,Pfeil nach oben und unten emulieren,محاكاة أسهم أعلى/أسفل
Update,Mise à jour,Aktualisieren,حدّث
Use Alt to display a thumbnail,Utiliser la touche « ALT » pour afficher une vignette,"Verwendet die Alt-Taste, um eine Vorschau anzuzeigen",استخدم Alt لعرض المصغرة
Use Ctrl to display a thumbnail,Utiliser la touche « CTRL » pour afficher une vignette,"Verwendet die Strg-Taste, um eine Vorschau anzuzeigen",استخدم Ctrl لعرض المصغرة
Use Shift to display a thumbnail,Utiliser la touche « Maj » pour afficher une vignette,"Verwendet die Umschalttaste, um eine Vorschau anzuzeigen",استخدم Shift لعرض المصغرة
"Use a custom, fixed color for the cursor",Utiliser une couleur définie et personnalisée du curseur,"Verwendet eine feste, benutzerdefinierte Farbe für den Cursor",استخدم لون مؤشر ثابت و مخصص
Use a user-defined .css file for the tab bar,Utiliser un fichier .css personnalisé pour la barre des onglets,Benutzerdefinierte „.css“-Datei für Unterfensterleiste verwenden,استخدم ملف .css معرّف من قبل المستخدم لشريط علامات التبويب
Use current window size on next startup,Utiliser la taille de la fenêtre actuelle au prochain démarrage,Aktuelle Fenstergröße beim nächsten Start verwenden,استخدم حجم النافذة الحالية عند بدء التشغيل
Use line characters contained in font,Utiliser les caractères de lignes contenus dans la police,Zeilenzeichen aus Schrift verwenden,استخدم محارف السطر المضمنة في الخط
Use the built-in profile instead of the default profile,Utiliser un profil intégré à la place du profil par défaut,Das integrierte Profil anstelle des Standardprofils verwenden,استخدم التشكيلة المضمنة عوضا عن التشكيلة المبدئية
Use the same attributes for whole word,Utiliser les mêmes attributs que le mot entier,,استعمل نفس السمات لكامل الكلمة
Use the selected font for line characters instead of the builtin code,Utiliser la police sélectionnée pour les caractères de ligne plutôt que le code intégré,Ausgewählte Schrift anstatt des eingebauten Codes für Zeilenzeichen verwenden,استخدم الخط المحدد محارف السطر بدلاً من الرمز المدمج
Use the selected font for unicode Braille characters instead of the builtin code,Utiliser la police sélectionnée pour les caractères Braille Unicode plutôt que le code intégré,Ausgewählte Schrift anstatt des eingebauten Codes für Zeilenzeichen verwenden,استخدم الخط المحدد محارف يونيكود برايل بدلاً من الرمز المدمج
Use unicode Braille characters contained in font,Utiliser les caractères Braille Unicode contenus dans la police,Zeilenzeichen aus Schrift verwenden,استخدم محارف يونكود برايل المضمنة في الخط
Use user-defined stylesheet:,Utiliser un style personnalisé :,Benutzerdefinierte Stilvorlage verwenden:,استخدم صفحة أسلوب معرفة من قبل المستخدم:
Use ~/.ssh/config for key,Utilisez « ~/.ssh/config » comme clé,~/.ssh/config für den Schlüssel verwenden,استخدم ~/.ssh/config للمفتاح
User Name: %u,Nom d'utilisateur : %u,Benutzername: %u,اسم المستخدم: %u
User Name@ (if given): %U,Nom d'utilisateur@ (si renseigné) : %U,Benutzername@ (sofern angegeben): %U,اسم المستخدم @ (إذا معطى): %U
User Signal &1,Signal de l'utilisateur &1,Benutzer-Signal &1,إشارة المستخدم &1
User Signal &2,Signal de l'utilisateur &2,Benutzer-Signal &2,إشارة المستخدم &2
User cache directory (%1),Dossier du cache de l'utilisateur (%1),Zwischenspeicher-Ordner des Benutzers (%1),استخدم دليل الخبيئة (%1)
User's Bourne prompt sigil: %B,Sigle d'invite Bourne de l'utilisateur : %B,Benutzerzeichen der Bourne-Eingabeaufforderung: %B,موجة بورن سيجل الخاصة بالمستخدم: %B
Username,Nom d'utilisateur,Benutzername,اسم المستخدم
Vertical,Vertical,Senkrecht,رأسي
Vertical Anchor:,Ancrage vertical :,Senkrechte Ausrichtung:,التثبيت العمودي:
View,Affichage,Ansicht,اعرض
Visual Bell,Cloche visuelle,Sichtbares Signal,الجرس المرئي
Visual effects,Effets visuels,Optische Effekte,تأثيرات مرئية
Waldo Bastian,Waldo Bastian,Waldo Bastian,Waldo Bastian
Wallpaper flip:,Basculement du fond d'écran :,Hintergrundbild spiegeln:,عكس الخلفية:
Wallpaper scaling:,Dimensionnement du fond d'écran :,Hintergrundbild-Skalierung:,حجم الخلفية:
Wallpaper transparency:,Transparence du fond d'écran :,Hintergrundbild-Transparenz:,شفافية الخلفية:
Warning:,Avertissement :,Achtung:,تحذير:
Warnings,Avertissements,Warnungen,التّحذيرات
Warnings (*),Avertissements (*),Warnungen (*),التّحذيرات (*)
Warwick Allison,Warwick Allison,Warwick Allison,Warwick Allison
Web Search,Recherche Web,Web-Suche,بحث الوِب
When &URL hints show,Lorsque les conseils d'&URL s'affichent,Wenn URL-Hinweise angezeigt werden,عند عرض تلميحة ال&عنوان
When URL hints show,Lorsque les indications d'URL affichent,Wenn URL-Hinweise angezeigt werden,عند عرض تلميحة العنوان
When launching Konsole re-use existing process if possible,"En démarrant Konsole, réutiliser le processus existant si possible","Beim Start von Konsole vorhandene Prozesse verwenden, falls möglich",عند بدء تشغيل كونسول ، أعد استخدام العملية الحالية إن أمكن
When needed,Si nécessaire,Wenn nötig,عند الحاجة
When positioning the mouse over a hexadecimal color it will be displayed in a frame next to the mouse pointer,"Lors du passage de la souris au-dessus d'une couleur hexadécimale, elle sera affichée dans un cadre à côté du pointeur de souris.","Wenn die Maus über eine hexadezimale Farbe bewegt wird, wird diese in einem Rahmen neben dem Mauszeiger angezeigt",عند وضع الفأرة فوق لون سداسي عشري ، سيتم عرضه في إطار بجوار مؤشر الفأرة
"When using this option, the scrollback data will be saved to RAM. If you choose a huge value, your system may run out of free RAM and cause serious issues with your system.","En utilisant cette option, les données d'historique seront enregistrées en mémoire vive. Si vous choisissez une valeur gigantesque, votre système pourrait se retrouver à court de mémoire et causer de sérieux problèmes.","Wenn Sie diese Einstellung verwenden, wird der Verlaufsspeicher im RAM abgelegt. Bei einem sehr großen Wert kann Ihrem System der freie Speicher ausgehen, was zu schwerwiegenden Problemen führen kann.",عند استخدام هذا الخيار ، سيتم حفظ بيانات التمرير في ذاكرة الوصول العشوائي. إذا اخترت قيمة كبيرة، فقد ينفد نظامك من ذاكرة الوصول العشوائي المتاحة ويسبب مشكلات خطيرة في نظامك.
"When using this option, the scrollback data will be written unencrypted to temporary files. Those temporary files will be deleted automatically when Konsole is closed in a normal manner.Use Settings → Configure Konsole → Temporary Files to select the location of the temporary files.","Lorsque vous utilisez cette option, les données de l'historique seront enregistrées de façon non chiffrée dans des fichiers temporaires. Ceux-ci seront supprimés automatiquement lorsque Konsole sera fermé de manière normale.Veuillez utiliser Configuration / Configurer Konsole / Fichiers temporaires pour sélectionner l'emplacement des fichiers temporaires.","Wenn Sie diese Einstellung verwenden, werden die Verlaufsdaten unverschlüsselt in temporären Dateien gespeichert. Diese temporären Dateien werden automatisch beim normalen Beenden von Konsole gelöscht.Verwenden Sie Einstellungen→Konsole einrichten ...→Temporäre Dateien, um den Speicherort der temporären Dateien auszuwählen.",عند استخدام هذا الخيار، ستُحفَظ بيانات التمرير للخلف غير معماة إلى ملفات مؤقتة. ستُحذَف هذه الملفات آليًّا عندما يُغلق كونسول بطريقة اعتيادية.  استخدم  إعدادات ← ضبط كونسول ← الملفات المؤقتة  لتحديد موقع الملفات المؤقتة
White on Black,Blanc sur noir,Weiß auf Schwarz,أبيض على أسود
Window Title Set by Shell: %w,Titre de la fenêtre défini par le terminal : %w,Durch Shell gesetzter Fenstertitel: %w,عنوان النافذة الذي تضبطه الصدفة: %w
Window:,Fenêtre :,Fenster:,النافذة:
Word characters:,Caractères de mots :,Wortzeichen:,محارف الكلمة:
Word mode,Mode « Mot »,,نمط الكلمة
"You are about to delete %1, are you sure?",Vous êtes sur le point de supprimer %1. Voulez-vous vraiment le supprimer ?,"Sie sind dabei, %1 zu löschen, sind Sie sicher?",أنت على وشك حذف  %1، هل أنت متأكّد؟
