English,French,German,Arabic
Show item information on hover,Afficher les informations des éléments à son survol,Informationen zum Element beim Überfahren anzeigen,أظهر معلومات العنصر عند التحويم
Show item on hover,Afficher un élément au survol,Element beim Überfahren anzeigen,أظهر العنصر عند التحويم
Show no size,N'afficher aucune taille,Keine Größe anzeigen,أظهر أيّ حجم
Show number of items,Afficher le nombre d'éléments,Anzahl der Elemente anzeigen,أظهر عدد العناصر
Show on startup:,Afficher au démarrage :,Beim Start anzeigen,أظهر عند البدء:
Show preview,Afficher un aperçu,Vorschau anzeigen,أظهر معاينة
Show preview of files and folders,Afficher un aperçu des fichiers et des dossiers,Vorschau für Dateien und Ordner anzeigen,أظهر معاينة للملفات والمجلدات
Show previews,Afficher des aperçus,Vorschauen anzeigen,أظهر معاينة
Show previews for,Afficher des aperçus pour,Vorschau anzeigen für,أظهر معاينة
Show previews for folders,Afficher des aperçus pour les dossiers,Vorschau für Ordner anzeigen,أظهر معاينة للمجلدات
Show previews in the view for:,Afficher les aperçus dans l'afficheur pour :,Vorschau anzeigen für:,أظهر معايناتٍ في العرض لِـ:
Show selection marker,Afficher l'indicateur de sélection,Auswahl-Umschalter anzeigen,أظهر مؤشّر الاختيار
Show selection toggle,Afficher la sélection inversée,Auswahl-Umschalter anzeigen,أظهر قلبَ التحديد
"Show size of contents, up to","Afficher la taille du contenu, jusqu'à","Größe des Inhalts der Elemente, bis zu",أظهر حجم المحتويات، حتى
Show the content count,Afficher le nombre de contenu,Anzahl des Inhalts anzeigen,أظهر عدد المحتوى
Show the content size,Afficher la taille du contenu,Größe des Inhalts anzeigen,أظهر حجم المحتوى
Show zoom slider,Afficher le curseur de zoom,Größenregler anzeigen,أظهر منزلقة التكبير
Show zoom slider in the statusbar,Afficher le curseur de zoom dans la barre d'état,Größenregler in der Statusleiste anzeigen,أظهر منزلقة التكبير في شريط الحالة
Side Padding,Remplissage sur le côté,Seitlicher Randabstand,الحشو الجانبي
Simple search,Recherche simple,Suche ohne Ergebnis,بحث بسيط
Size,Taille,Größe,الحجم
"Size of icons in the Places Panel (-1 means ""automatic"")",Taille des icônes dans le panneau « Emplacements » (Une valeur de -1 signifie « Automatique »),Größe der Symbole in der „Orte“-Seitenleiste (-1 bedeutet „automatisch“),"حجم أيقونات لوحة الأماكن (-1 يعني ""آلي"")"
Small,Petite,Schmal,صغير
Smallest First,Les moins volumineux d'abord,Kleinste zuerst,الأصغر أوّلًا
"Some special views like search, recent files, or trash will still use a custom display style.","Certaines vues spéciales comme la recherche, les fichiers récents ou la corbeille utiliseront toujours un style d'affichage personnalisé.","Einige spezielle Ansichten wie die Suche, Zuletzt verwendete Dateien oder der Papierkorb verwenden weiterhin einen eigenen Anzeigestil.",ستظل بعض طرق العرض الخاصة مثل البحث أو الملفات الحديثة أو المهملات تستخدم نمط عرض مخصص.
Sort By,Trier par,Sortieren nach,افرز حسب
Sort files by,Trier les fichiers par,Dateien sortieren nach,فرز الملفات حسب
Sorting mode:,Mode de tri :,Sortiermodus:,نمط الفرز:
Sorting:,Tri :,Sortierung:,الفرز:
Sorting…,Tri en cours...,Wird sortiert …,يفرز…
Split,Scinder,Teilen,اقسم
Split view,Scinder la vue,Ansicht teilen,اقسم العرض
Split view:,Scinder la vue :,Geteilte Ansicht:,قسم العرض:
Start Dolphin Daemon (only required for DBus Interface).,Lancer le démon de Dolphin (uniquement nécessaire pour l'interface « D-Bus »),Dolphin-Dienst starten (nur für die DBus-Schnittstelle erforderlich).,ابدأ خدمة «دولفين» (مطلوب فقط لواجهة DBus).
Stash,Mettre de côté,Zwischenlager,تخزين مؤقتا
Status && Location bars,Barres d'état et d'emplacement,Status- && Adressleisten,الحالة وشريط الموقع
Status Bar:,Barre d'état :,Statusleiste:,شريط الحالة:
Statusbar,Barre d'état,Statusleiste:,شريط الحالة
Stop,Arrêter,Stopp,توقّف
Stop loading,Arrêter le chargement,Ladevorgang abbrechen,أوقف التحميل
Successfully copied.,La copie a été effectuée avec succès.,Erfolgreich kopiert,نُسِخ بنجاح.
Successfully linked.,La liaison a été effectuée avec succès.,Erfolgreich verknüpft,رُبِط بنجاح.
Successfully moved to trash.,La mise à la corbeille a été effectuée avec succès.,Erfolgreich in den Papierkorb geworfen,نُقِل إلى المهملات بنجاح.
Successfully moved.,Le déplacement a été effectué avec succès.,Erfolgreich verschoben,نُقِل بنجاح.
Successfully renamed.,Le renommage a été effectuée avec succès.,Erfolgreich umbenannt,أُعيدَت التسمية بنجاح.
Switch between views with Tab key,Basculer entre les vues avec la touche « Tab »,Mit der Tabulatortaste zwischen Ansichten wechseln,انتقل بين العروض المنقسمة بواسطة مفتاح Tab
Switching to act as an administrator,Basculer pour agir en tant qu'administrateur,Wechseln in den Systemverwaltermodus,التحول للعمل بصلاحيات مدير النظام
Symbolic (e.g. 'drwxr-xr-x'),Symbolique (Par exemple « drwxr-xr-x »),Symbolisch (z. B. 'drwxr-xr-x'),رمزي (مثل 'drwxr-xr-x')
System Font,Police système,Systemschrift,خط النظام
Tags,Étiquettes,Stichwörter,الوسوم
Tags:,Étiquettes :,Schlagwörter:,الوسوم:
Terminal,Terminal,Terminal,الطرفية
Terminal cannot be shown because Konsole is not installed. Please install it and then reopen the panel.,Impossible d'afficher le terminal car Konsole n'est pas installé. Veuillez l'installer puis rouvrez le panneau.,"Das Terminal kann nicht angezeigt werden, weil das Programm Konsole nicht installiert ist. Bitte installieren Sie das Programm und öffnen Sie die leiste erneut.",لا يمكن إظهار الطرفية لأن كونسول غير مثبت. يرجى تثبيته ثم إعادة فتح اللوحة.
Text completion mode of the URL Navigator,Mode de complètement de texte du navigateur d'URL,Textvervollständigungsmodus des Adress-Navigators,وضع إكمال النصّ لمتصفّح المسارات
Text width index,Index de largeur du texte,Text mit Index,فهرس عرض النص
The Trash was emptied.,La corbeille a été vidée.,Der Papierkorb wurde geleert.,المهملات أُفرغت.
The date format can be selected in settings.,Le format de date peut être sélectionné dans la configuration.,Das Datumsformat kann in den Einstellungen ausgewählt werden.,يمكن تحديد تنسيق التاريخ في الإعدادات
The files and folders passed as arguments will be selected.,Les fichiers et dossiers passés comme arguments seront sélectionnés.,Die übergebenen Dateien und Ordner werden ausgewählt.,الملفّات والمجلّدات المُمرّرة كمعطيات ستُحدّد.
The last time these properties were changed by the user.,La dernière fois que ces propriétés ont été modifiées par l'utilisateur.,"Der Zeitpunkt, an dem diese Eigenschaften zuletzt durch den Benutzer geändert wurden.",آخر مرة غيّر فيها المستخدم الخصائص.
The location '%1' is invalid.,L'emplacement « %1 » est incorrect.,Die Adresse „%1“ ist ungültig.,الموقع '%1' غير صالح.
"The location for the home folder is invalid or does not exist, it will not be applied.",L'emplacement du dossier personnel est incorrect ou n'existe pas. Il ne sera pas appliqué.,Die Adresse für den Startordner ist ungültig und wird nicht übernommen.,موقع مجلد المنزل غير صالح أو غير موجود ولن يتم استخدامه.
The location is empty.,L'emplacement est vide.,Die Adresse ist leer.,الموقع فارغ.
"The permission format can be changed in settings. Options are Symbolic, Numeric (Octal) or Combined formats","Le format des droits d'accès peut être modifié dans la configuration. Les options de format sont « Symbolique », « Numérique (Octal) » ou « Combiné ».","Das Format der Berechtigungsanzeige kann in den Einstellungen angepasst werden. Möglich ist die symbolische, die numerische (oktale) Darstellung sowie eine Kombination daraus",يمكن تحديد تنسيق التصريحات في الإعدادات. الخيارات المتاحة للتنسيق هي رمزي أو عددي (ثماني عشر) أو مجتمعة
The program '%1' is still running in the Terminal panel. Are you sure you want to quit?,Le programme « %1 » est actuellement lancé dans le panneau Terminal. Voulez-vous vraiment quitter l'application ?,Das Programm „%1“ wird immer noch im Terminal ausgeführt. Möchten Sie das Terminal wirklich schließen?,لا يزال البرنامج '%1' قيد التشغيل في لوحة الطرفية. هل أنت متأكد من أنك تريد الخروج؟
The view properties of all folders will be changed. Do you want to continue?,Les propriétés d'affichage de tous les dossiers seront modifiées. Voulez-vous continuer ?,Der Ansichtsmodus wird für alle Ordner geändert. Möchten Sie fortfahren?,ستُغيَّر خصائص عرض كلّ المجلدات. أتريد المتابعة؟
The view properties of all sub-folders will be changed. Do you want to continue?,Les propriétés d'affichage de tous les sous-dossiers seront modifiées. Voulez-vous continuer ?,Der Ansichtsmodus wird für alle Unterordner geändert. Möchten Sie fortfahren?,ستُغيَّر خصائص عرض كلّ المجلدات الفرعية. أتريد المتابعة؟
This adds the selected folder to the Places panel.,Ajoute le dossier sélectionné au tableau de bord Emplacements.,Dies fügt den ausgewählten Ordner zur Orte-Leiste hinzu.,يؤدي هذا إلى إضافة المجلد المحدد إلى لوحة الأماكن.
"This closes the currently viewed tab. If no more tabs are left, this closes the whole window instead.","Ceci ferme l'onglet actuellement affiché. S'il ne reste aucun onglet, la fenêtre sera fermée.","Dies schließt das aktuell betrachtete Unterfenster. Wenn keine weiteren Unterfenster mehr vorhanden sind, wird stattdessen das Fenster vollständig geschlossen.",هذا يغلق اللسان المعروض حاليا. إذا لم يبق أي ألسنة؛ فستغلق هذه النافذة بدلاً من ذلك.
This closes this window.,Ferme cette fenêtre.,Dies schließt das Fenster.,هذا يغلق هذه النافذة.
This copies the items from your clipboard to the currently viewed folder.If the items were added to the clipboard by the Cut action they are removed from their old location.,"Ceci copie les éléments de votre presse-papier vers le dossier actuellement affiché. Si les éléments sont ajoutés à partir du presse-papier par l'action Couper, ils sont supprimés de leurs anciens emplacements.","Dies kopiert die Einträge in Ihrer Zwischenablage in den aktuell betrachteten Ordner.Falls die Einträge mittels der Ausschneiden-Aktion in die Zwischenablage gelegt wurden, werden sie von ihrer alten Adresse gelöscht.",هذا ينسخ العناصر من الحافظة إلى المجلد المعروض حاليا.إذا كانت العناصر أضيفت إلى الحافظة بواسطة أمر  قص  فإنها قد أزيلت من موقعها القديم.
This copies the items in your current selection to the clipboard.Use the Paste action afterwards to copy them from the clipboard to a new location.,Ceci copie les éléments de votre sélection courante vers le presse-papier Veuillez utiliser l'action Coller ensuite pour les copier du presse-papier vers un autre emplacement.,"Dies kopiert die Einträge der aktuellen Auswahl in die Zwischenablage.Verwenden Sie anschließend die Einfügen-Aktion, um sie an einen neuen Ort zu kopieren.",يؤدي هذا إلى نسخ العناصر الموجودة في تحديدك الحالي إلى الحافظة  استخدم إجراء  انسخ  بعد ذلك لنسخها من الحافظة إلى مكان جديد.
This copies the items in your current selection to the clipboard.Use the Paste action afterwards to copy them from the clipboard to a new location. The items will be removed from their initial location.,Ceci copie les éléments de votre sélection courante vers le presse-papier. Veuillez utiliser l'action Coller ensuite pour les copier du presse-papier vers un autre emplacement. Les éléments seront supprimés de leur emplacement initial.,"Dies kopiert die Einträge der aktuellen Auswahl in die Zwischenablage.Verwenden Sie anschließend die Einfügen-Aktion, um sie an einen neuen Ort zu kopieren. Die Einträge werden dabei vom ursprünglichen Ort gelöscht.",يؤدي هذا إلى نسخ العناصر الموجودة في تحديدك الحالي إلى الحافظة.  استخدم إجراء  ألصق  بعد ذلك لنسخها من الحافظة إلى مكان جديد. ستتم إزالة العناصر من موقعها الأولي.
This copies the selected items from the view in focus to the other view. (Only available while in Split View mode.),Ceci copie les éléments sélectionnés de la vue ayant le focus vers une autre vue. (Uniquement disponible dans le mode « Vue fractionnée »),Dies kopiert die ausgewählten Einträge der aktiven Seite in die inaktive Seite. (Nur in der geteilten Ansicht verfügbar.),هذا ينسخ العناصر المحددة من العرض النشط إلى العرض المنقسم غير النشط. (متوفر فقط أثناء وجوده في وضع العرض المنقسم.)
This cycles through all view modes.,Cela navigue parmi tous les modes d'affichage.,,يؤدي هذا إلى التنقل بين كافة أوضاع العرض.
This cycles through all view modes. The dropdown menu contains various view-related actions.,Cela permet de basculer d'un mode d'affichage à un autre. Le menu à liste déroulante contient diverses actions liées à l'affichage.,,يُتيح هذا التنقل بين جميع أوضاع العرض. تحتوي القائمة المنسدلة على إجراءات مُختلفة مُتعلقة بالعرض.
This deletes the items in your current selection permanently. They cannot be recovered by normal means.,Ceci supprime complètement les éléments de votre sélection actuelle. Ils ne pourront pas être récupérés par des moyens normaux.,Dies löscht die Einträge Ihrer Auswahl dauerhaft. Sie können nicht auf normale Weise wiederhergestellt werden.,يؤدي هذا إلى حذف العناصر الموجودة في اختيارك الحالي تمامًا. لا يمكن استعادتها بالوسائل العادية.
"This displays all places in the places panel that have been hidden. They will appear semi-transparent and allow you to uncheck their ""Hide"" property.","Ceci affiche tous les emplacements qui ont été masqués, dans le panneau des emplacements. Ils ré-apparaîtront de façon semi-transparente et vous permettront de décochez leurs propriété « Masquer ».","Dies zeigt alle Orte in der „Orte“-Seitenleiste an, die zuvor ausgeblendet wurden. Diese werden halbtransparent dargestellt und Sie können dann deren „Ausblenden“-Option deaktivieren.","يعرض هذا جميع الأماكن التي أُخفيت في لوحة الأماكن. ستظهر شبه شفافة وتسمح لك بإلغاء تحديد خاصية ""إخفاء"". الخاصة بهم."
This folder is not writable for you.,Vous n'avez pas de droits en écriture sur ce dossier.,Der Ordner ist für Sie nicht beschreibbar.,لا تستطيع الكتابة في هذا المجلد.
This groups files and folders by their first letter.,Regroupe les fichiers et dossiers par leur première lettre.,Die gruppiert Dateien und Ordner nach ihrem ersten Buchstaben.-,يقوم هذا بتجميع الملفات والمجلدات حسب الحرف الأول.
This increases the icon size.,Augmente la taille de l'icône.,Vergrößert die Symbole.,هذا يزيد من حجم الأيقونة
This moves the items in your current selection to the Trash.The trash is a temporary storage location where items can be deleted later if disk space is needed.,Ceci déplace les éléments de votre sélection actuelle vers la Corbeille. La corbeille est un emplacement temporaire où les éléments peuvent être supprimés si vous avez besoin d'espace disque.,"Dies verschiebt die Einträge Ihrer Auswahl in den Papierkorb.Der Papierkorb ist ein temporärer Speicherort, von dem Einträge später gelöscht werden können, wenn freier Speicherplatz benötigt wird.",يؤدي ذلك إلى نقل العناصر الموجودة في اختيارك الحالي إلى  المهملات . المهملات هي تخزين مؤقت حيث يمكن حذف العناصر من إذا كانت هناك حاجة إلى مساحة على القرص.
This moves the selected items from the view in focus to the other view. (Only available while in Split View mode.),Ceci déplace les éléments sélectionnés de la vue ayant le focus vers une autre vue. (Uniquement disponible dans le mode « Vue fractionnée »),Dies verschiebt die ausgewählten Einträge der aktiven Seite in die inaktive Seite. (Nur in der geteilten Ansicht verfügbar.),هذا ينقل العناصر المحددة من العرض النشط إلى العرض المنقسم غير النشط. (متوفر فقط أثناء وجوده في وضع العرض المنقسم.)
This opens a new Tab with the current location.Tabs allow you to quickly switch between multiple locations and views within this window. You can drag and drop items between tabs.,Ceci ouvre un nouvel onglet à l'emplacement courant. Les onglets vous permettent de basculer rapidement entre de multiples emplacements et vues au sein d'une fenêtre. Vous pouvez faire un glisser / déposer des éléments entre les onglets.,"Dies öffnet ein neues Unterfenster mit der aktuellen Adresse.Mittels Unterfenster können Sie schnell zwischen unterschiedlichen Adressen und Ansichten innerhalb eines Fensters wechseln, sowie Einträge zwischen ihnen hin und her ziehen.",يؤدي هذا إلى فتح  لسان  جديد بالموقع الحالي.تتيح لك الألسنة التبديل بسرعة بين مواقع وطرق عرض متعددة داخل هذه النافذة. يمكنك سحب العناصر وإفلاتها بين ألسنة.
This opens a new window just like this one with the current location.You can drag and drop items between windows.,Ceci ouvre une nouvelle fenêtre identique à celle-ci positionnée sur l'emplacement actuels. Vous pouvez faire glisser et déposer des éléments entre les fenêtres.,Dies öffnet ein neues Fenster identisch zu diesem einschließlich der aktuellen Adresse.Sie können zwischen den Fenstern Einträge hin und her ziehen.,هذا يفتح نافذة جديدة تمامًا مثل هذه النافذة مع الموقع الحالي.يمكنك سحب العناصر وإفلاتها بين النوافذ.
This opens a window in which all folder view properties can be adjusted.,Ouvre une fenêtre dans laquelle toutes les propriétés d'affichage des dossiers peuvent être ajustées.,"Dies öffnet ein Fenster, in dem die Eigenschaften aller Ansichtsmodi angepasst werden können.",هذا يفتح نافذة يمكن من خلالها تعديل جميع خصائص عرض المجلد.
"This opens a window that informs you about the version, license, used libraries and maintainers of this application.","Ceci ouvre une fenêtre vous informant de la version, de la licence, des bibliothèques utilisées et des mainteneurs de cette application.","Dies öffnet ein Fenster, das die Version, Lizenz, verwendete Bibliotheken und Betreuer dieser Anwendung anzeigen.",هذا يفتح نافذة تخبرك بالإصدار والترخيص والمكتبات المستخدمة والقائمين على صيانة هذا التطبيق.
This opens a window where you can change a multitude of settings for this application. For an explanation of the various settings go to the chapter Configuring Dolphin in Help|Dolphin Handbook.,"Ceci ouvre une fenêtre dans laquelle vous pouvez changer un grand nombre de paramètres pour cette application. Pour plus d'informations sur les différents paramètres, veuillez consulter le chapitre Configuration de Dolphin dans Aide|Manuel Utilisateur de Dolphin.","Dies öffnet ein Fenster, in dem Sie vielfältige Einstellungen für diese Anwendung anpassen können. Eine Erklärung zu den einzelnen Optionen finden Sie im KapitelDolphin einrichten unter Hilfe|Handbuch zu Dolphin.",هذا يفتح نافذة حيث يمكنك تغيير العديد من الإعدادات لهذا التطبيق. للحصول على شرح للإعدادات المختلفة ، انتقل إلى الفصل  ضبط دولفين  في  المساعدة | كتيب دولفين .
This opens a window with information about KDE. The KDE community are the people behind this free software.If you like using this application but don't know about KDE or want to see a cute dragon have a look!,"Ceci ouvrer une fenêtre avec des informations concernant KDE. La communauté KDE regroupe les personnes derrière ces logiciels libres.  Si vous aimez utiliser cette application mais sans rien savoir de KDE ou si vous voulez voir un mignon dragon, prenez le temps de regarder !","Dies öffnet ein Fenster mit Informationen über KDE. Die KDE-Gemeinschaft besteht aus den Menschen, die diese Anwendung geschaffen haben.Schauen Sie hier rein, wenn Sie diese Anwendung gern verwenden, aber KDE noch nicht kennen oder einen niedlichen Drachen sehen wollen.",هذا يفتح نافذة تحتوي على معلومات حول  كِيدِي . مجتمع كِيدِي هم الأشخاص الذين يقفون وراء هذا البرنامج المجاني.  إذا كنت تحب استخدام هذا التطبيق ولكنك لا تعرف عن كِيدِي أو تريد أن ترى تنينًا لطيفًا ، ألق نظرة!
This opens the Filter Bar at the bottom of the window. There you can enter text to filter the files and folders currently displayed. Only those that contain the text in their name will be kept in view.,"Ceci ouvre la Barre de filtrage en bas de la fenêtre.Vous pouvez ainsi saisir ici, un texte pour filtrer les fichiers et les dossiers actuellement affichés. Seuls ceux contenant ce texte dans leurs noms seront affichés dans la vue.","Dies öffnet die Filterleiste am unteren Rand des Fensters.Dort können Sie Text eingeben, nach dem die aktuell angezeigten Dateien und Ordner gefiltert werden. Nur jene, die den eingegebenen Text enthalten, werden weiterhin in der Ansicht angezeigt.",هذا يفتح  شريط المرشح في الجزء السفلي من النافذة.هناك يمكنك إدخال نص لترشيح الملفات والمجلدات المعروضة حاليًا. لن يتم عرض سوى تلك التي تحتوي على النص في أسمائها.
"This option controls the style of the view. Currently supported values include icons (0), details (1) and column (2) views.","Cette option contrôle le style de l'affichage. Actuellement, les valeurs prises en charge incluent les vues en icônes (0), en détails (1) et en colonnes (2).","Diese Einstellung legt das optische Erscheinungsbild fest. Derzeit werden folgende Modi unterstützt: Symbole (0), Details (1) und Spalten (2).",يتحكّم هذا الخيار في نوع العرض. القيم المدعومة حاليًا هي عرض أيقونات (0) وتفاصيل (1) وأعمدة (2).
This option defines the used version of the view properties.,Cette option définit la version utilisée des propriétés d'affichage.,Diese Einstellung legt die zu verwendende Version der Ansichts-Eigenschaften fest.,هذا الخيار يُعرِّف الإصدار المستخدم في خصائص العرض.
"This option defines which attribute (text, size, date, etc.) sorting is performed on.","Cette option définit l'attribut (texte, taille, date, etc.) d'après lequel le tri est effectué.","Diese Einstellung legt fest, nach welchen Attributen (Text, Größe, Datum usw.) die Sortierung durchgeführt wird.",يُعرِّف هذا الخيار الخاصية (اسم أو حجم أو تاريخ، إلخ...) التي ينبني عليها الفرز.
This reduces the icon size.,Réduit la taille de l'icône.,Verkleinert die Symbole.,هذا يصغر حجم الأيقونة
This renames the items in your current selection.Renaming multiple items at once results in their new names differing only in a number.,Ceci renomme les éléments de votre sélection actuelle.Le renommage de plusieurs éléments simultanément conduit à leur fournir de nouveaux noms ne différant que par un nombre.,Dies benennt die Einträge Ihrer aktuellen Auswahl um.Beim Umbenennen mehrerer Einträge auf einmal erhalten alle denselben Namen mit einer fortlaufenden Nummer.,يؤدي هذا إلى إعادة تسمية العناصر الموجودة في تحديدك الحالي.  إعادة تسمية عناصر متعددة مرة واحدة تعني اختلاف أسمائها الجديدة في رقم فقط.
This resets the icon size to default.,Réinitialise la taille de l'icône à la valeur par défaut.,Setzt die Größe der Symbole auf die Voreinstellung zurück.,هذا يصفر حجم الأيقونة إلى القيمة المبدئية
This returns you to the previously closed tab.,Ceci vous renvoie vers l'onglet précédemment fermé.,Dies bringt Sie zum zuvor geschlossenen Unterfenster.,هذا يرجعك إلى اللسان المغلق سابقا
This selects all files and folders in the current location.,Sélectionne tous les fichiers et dossiers dans l'emplacement actuel.,Dies wählt alle Dateien und Ordner in der aktuellen Ansicht aus.,يؤدي هذا إلى تحديد كافة الملفات والمجلدات الموجودة في الموقع الحالي.
This selects all items that you have currently not selected instead.,"Ceci sélectionne, à la place, tous les éléments que vous n'avez pas actuellement sélectionnés.","Dies wählt alle Einträge aus, die gerade nicht ausgewählt sind.",يؤدي هذا إلى تحديد جميع الكائنات التي لم تقم بتحديدها بدلاً من ذلك.
This shows a complete list of properties of the currently selected items in a new window.If nothing is selected the window will be about the currently viewed folder instead.You can configure advanced options there like managing read- and write-permissions.,"Affiche une liste complète des propriétés des éléments sélectionnés dans une nouvelle fenêtre. Si rien n'est sélectionné, la fenêtre concernera le dossier actuellement affiché. Vous pouvez y configurer des options avancées, par exemple la gestion des autorisations de lecture et d'écriture.","Dies zeigt eine vollständige Liste von Eigenschaften der aktuell ausgewählten Einträge in einem neuen Fenster an.Wenn nichts ausgewählt ist, werden stattdessen die Eigenschaften des aktuell betrachteten Ordners angezeigt.In dem Fenster können Sie erweiterte Optionen einstellen, etwa Lese- und Schreibrechte verwalten.",يعرض هذا قائمة كاملة بخصائص العناصر المحددة حاليًا في نافذة جديدة.  إذا لم يتم تحديد أي شيء ، فستكون النافذة حول المجلد المعروض حاليًا بدلاً من ذلك.  يمكنك تكوين خيارات متقدمة هناك مثل إدارة القراءة- وأذونات الكتابة.
This stops the loading of the contents of the current folder.,Interrompt le chargement du contenu du dossier actuel.,Hält das Laden des aktuellen Ordnerinhaltes an.,هذا يوقف تحميل محتويات المجلد الحالي.
This switches between having panels locked or unlocked.Unlocked panels can be dragged to the other side of the window and have a close button.Locked panels are embedded more cleanly.,Ceci bascule entre soit avoir des panneaux verrouillés ou déverrouillés. Les panneaux déverrouillés peuvent être glissés de l'autre coté de la fenêtre et avoir un bouton de fermeture.  Les panneaux verrouillés sont intégrés d'une façon plus propre.,Dies schaltet den Zustand der Seitenleisten zwischen gesperrt und entsperrt um.Entsperrte Leisten können können zur anderen Seite des Fensters gezogen werden und haben einen Schließen-Knopf.Gesperrte Leisten sind sauberer integriert.,هذا يبدل بين  اللوحات  المقفلة  و  غير المقفلة .  يمكن سحب اللوحات غير المقفلة إلى الجانب الآخر من النافذة وسيكون لها زر إغلاق.  الألواح المقفلة تكون مضمنة وأكثر ترتيبا.
This switches to editing the location and selects it so you can quickly enter a different location.,"Ceci permet de basculer en modification d'emplacement et de sélectionner ce dernier. Ainsi, vous pouvez saisir rapidement un emplacement différent.","Dies aktiviert den Editiermodus der Adresse und wählt diese aus, damit Sie schnell eine neue Adresse eingeben können.",يتحول هذا إلى تحرير الموقع وتحديده حتى تتمكن من الدخول بسرعة إلى موقع مختلف.
This toggles the Location Bar to be editable so you can directly enter a location you want to go to.You can also switch to editing by clicking to the right of the location and switch back by confirming the edited location.,"Ceci permet de déterminer si la Barre d'emplacement est modifiable ou non. Ainsi, vous pouvez saisir directement l'emplacement auquel vous souhaitez accéder.  Vous pouvez aussi basculer en modification en faisant un clic droit sur la droite de l'emplacement et en rebasculant pour confirmer l'emplacement modifié.","Dies schaltet die Adresszeile um, sodass sie direkt eine Adresse eingeben können.Sie können auch das Editieren starten, indem Sie rechts von der Adresse hinklicken und gelangen zurück, indem Sie die eingegebene Adresse bestätigen.",يؤدي هذا إلى تبديل شريط العنوان ليكون قابلاً للتعديل حتى تتمكن من إدخال الموقع الذي تريد الانتقال إليه مباشرةً.  يمكنك أيضًا التبديل إلى التحرير عن طريق النقر على يمين الموقع والرجوع مرة أخرى عن طريق تأكيد الموقع المعدل.
This toggles the folders panel at the left side of the window.It shows the folders of the file system in a tree view.,Ceci bascule le panneau des dossiers sur le coté gauche de la fenêtre. Il affiche le dossier dans le  système de fichiers sous forme d'un affichage en arborescence.,Hiermit wird die Ordner-Seitenleiste am linken Rand des Fensters umgeschaltet.Die Leiste zeigt Ordner des Dateisystemsin einer Baumansicht.,سيؤدي هذا إلى تبديل لوحة المجلدات في الجانب الأيسر من النافذة.  وهي تعرض مجلدات  نظام الملفات  في  عرض شجرة .
This undoes a Go|Back action.,Annule une action Avancer|Revenir.,Macht eine Zurück-Aktion rückgängig.,هذا يلغي إجراء  ارجع | للخلف .
"This undoes the last change you made to files or folders.Such changes include creating, renaming and moving them to a different location or to the Trash. Any changes that cannot be undone will ask for your confirmation beforehand.","Ceci annule la dernière modification que vous avez faite sur les fichiers ou les dossiers. De telles modifications concernent la création,le renommage et le déplacement de ceux-ci vers un emplacement différent ou vers la Corbeille.  Une confirmation vous sera demandée pour les modifications ne pouvant être annulées.","Dies nimmt die letzte Änderung zurück, die Sie an Dateien und Ordnern vorgenommen haben.Zu solchen Änderungen gehören deren Erstellen, Umbenennen und Verschieben an eine andere Adresse sowie das Verschieben in den Papierkorb. Bei Änderungen, die nicht wiederhergestellt werden können, werden Sie um Bestätigung gebeten.",يؤدي هذا إلى إلغاء آخر تغيير أجريته على الملفات أو المجلدات.تتضمن هذه التغييراتإنشاء وإعادة تسميةو نقلهاإلى موقع مختلف  أو إلىالمهملات . التغييرات التي لا يمكن التراجع عنها ستطلب منك التأكيد.
This will copy the path of the first selected item into the clipboard.,Ceci copiera l'emplacement du dernier élément sélectionné dans le presse-papier.,Dies kopiert die Adresse des ersten ausgewählten Eintrags in die Zwischenablage.,سيؤدي هذا إلى نسخ مسار العنصر الأول المحدد في الحافظة.
Three Weeks Ago,Il y a trois semaines,Vor drei Wochen,قبل ثلاثة أسابيع
Timestamp since when the view properties are valid,Horodatage dès l'instant où les propriétés d'affichage sont correctes,"Zeitstempel, seit wann die Ansichts-Eigenschaften gültig sind",الختم الزمني التي كانت فيه خصائص العرض صالحة
Title,Titre,Titel,العنوان
Today,Aujourd'hui,Heute,اليوم
Toggle Filter Bar,Afficher ou non la barre de filtrage,Filterleiste ein-/ausschalten,بدل شريط المرشح
Toggle Search Bar,Afficher ou non la barre de recherche,Suchleiste ein-/ausschalten,بدل شريط البحث
Tools,Outils,Extras,أدوات
Track,Piste,Stück,المقطوعة
Trash,Corbeille,Papierkorb,المهملات
Trash Emptied,Corbeille vidée,Papierkorb geleert,المهملات مفرغة
Trash is empty,La corbeille est vide.,Der Papierkorb ist leer,المهملات فارغة
Trash operation completed.,L'opération de suppression est terminée.,In den Papierkorb verschieben abgeschlossen.,انتهت عمليّة الرّمي.
Turning off split view closes the view in focus,La désactivation de la vue partagée ferme la vue ayant le focus,Ausschalten der geteilten Ansicht schließt die aktive Ansicht,عند إيقاف العرض المقسم يغلق النشط منها
Two Weeks Ago,Il y a deux semaines,Vor zwei Wochen,قبل أسبوعين
Type,Type,Typ,النوع
Undo close tab,Annuler la fermeture de l'onglet,Unterfenster wiederherstellen,تراجع عن إغلاق اللسان
Unknown error.,Erreur inconnue.,Unbekannter Fehler.,خطأ مجهول.
Unlimited,Illimitée,Unbegrenzt,غير محدود
Unlock Panels,Déverrouiller les panneaux,Seitenleisten entsperren,فكّ قُفْل اللوحات
