Practitioners,مهنيين (كالمحاميين/ والمحاسبين... إلخ)
Pragmatic Compromises,تسويات عملية
Pragmatics,ألسنية تداولية (بارغماتية)
Pragmatism,براغماتية
Pre - Genres,ممهد الصنف
Precapitalist Institutions,مؤسسات ماقبل رأسمالية
Precapitalist Societies,مجتمعات سبقت عصر الرأسمالية
Preciosity,حذلقة
Precious Metals,معادن ثمينة
Precommercial Society,مجتمع ماقبل تجاري
Precommercial System,نظام ماقبل تجاري
Preconception (s),تصور مسبق/ تصورات مسبقة
Predictability,قابلية التنبؤ/ إمكانية التكهن
Prefatory Essay,مقالة تمهيدية
Preindustrial Agrarian System,نظام زراعي ماقبل صناعي
Preindustrial Civilizations,حضارات ما قبل صناعية
Preindustrial Traits,سمات ماقبل صناعية
Prejudice,تحامل/ تحيز
Premellenialism,قبل الألفية
Premise,مقدمة منطقية
Premodern,سابق للحداثة
Premodern Societies,مجتمعات ما قبل حديثة
Prereflective,ما قبل التفكير التأملي
Presbyterian Church,كنيسة المشيخية
Prescriptions Acts,قوانين اكتساب الحقوق بالتقادم
Presence,حضور
Pre-Socratics,ما قبل السقراطيين
Prestige,منزلة/ وجاهة
Prestige Goods,سلع ممتازة (كماليات)
Presuppositions,افتراضات /فرضيات مسبقة
Price,ثمن
Price Index,رقم قياسي للثمن
Price Revolution,ثورة سعرية
"Price-Equalization International
Competition",منافسة دولية مسوية للأسعار
Pride of Place,مكان الصدارة
Priesthood of Christ,كهنوت المسيح
Primal,بدائي
Primate,كبير الأساقفة
Primeval,أولي
Primitism,بدائية
Primitive,بدائية
Primitive Accumulation,تراكم أولي (بدئي)
Primitive Commercial Relationships,علاقات تجارية بدائية
Primitive Isolates,معازل بدائية
Primitive religions,الديانات البدائية
Primitives,شعوب بدائية / بدائيون
Primogeniture,حق الإبن الأكبر في إرث التركة كاملة
Primordial,أولاني / بدائيات أصلية/ أوليات
Primordiality,أولانية
Principal Agent,عامل لرئيسي
Principle,مبدأ/ قاعدة
"Principle of Circular and Cumulative
Causation",مبدأ التعليل الدائري و التراكمي
Principle of compensation,مبدأ التعويض
Principle of Expense,مبدأ الإنفاق
Print Capitalism,رأسمالية الطباعة
Print Medium,وسط طباعي
Privacy,خصوصية
Private,خاص
Private Interests,مصالح خاصة
Private Ownership,ملكية خاصة
Private Sector,قطاع خاص
Privatist,خاصوي
Privatistic,مفرط في خاصويته
Privatization,خصخصة
Proceduralist Reading of the Theory,قراءة إجرائية للنظرية
Process,سيرورة
Process Types,أنماط عمليات
Processes/ Circumstances,سيروارت/ ظروف
Processus,سيرورة
Product Decentralization,حد من مركزية سياسة متعلقة بالمنتج
Product Life Cycle,دورة حياة المنتوج/ المنتج (أو السلعة)
Production,إنتاج
Production Function,دالة الإنتاج
Production of Subsistence,إنتاج الكفاف
Production Totals,مجاميع الإنتاج
Productive Capacity,قدرة إنتاجية
Products,منتج، منتوج، نتاج
Professionals,مهنيين أو متخصصين
Profit,فائدة
Profit Center,مركز ربح
Profitability,إرباحية
Prognosis,تكهن
Progressive,تقدمي/ تصاعدي
Progressivism,نزعة تقدمية
Prohibition,تحريم
Projection,إسقاط
Proletarianization,بلترة
Pro-life movement,الحركة الؤيدة للحياة
Prologue,مقدمة شعرية
Promethean Marxism,ماركسية بروميثيوس
Prominence,بروز
Promotional Culture,ثقافة ترويجية
Propaedeutic,تقنيات تمهيدية
Propaganda,دعاية
Propagation,تكاثر
Property,ملكية
Proportionality,مبدأ التناسب
Proposition,قضية
Propositional Attitude,موقف قضوي
Propriety,ملكية
Prosecution,مقاضاة
Prospectively,استشرافيا
Prosperity,ازدهار، رخاء
Protean,متقلب
Protection Rents,ريوع حمائية
Protectionism,سياسة الحماية الاقتصادية/ نزعة حمائية
Protectionist Tariff Policy,سياسة التعرفة الجمركية
Protective Enactments,سن تشريعات الحماية
Protestant England,إنجلتار التي تدين بالمذهب البروتستانتي
Protestantism,البروتستانتية
Proto-Science,علم بدئي
Prototype,نموذج أصلي
Proudhon’s Utopian Labor Notes,أوارق برودون النقدية العمالية
Pseudo-Problems,ما يشبه المشاكل
Psyche,قرارة النفس
Psychoanalysis,تحليل نفسي
Psychological Demands,مطالبات أو طلبات نفسية
Psychological Warfare,حرب نفسية
Psychologism,نفسانية/ إغراق بالدراسة النفسية
Psychology,علم النفس/ سايكولوجيا
Psychopathology,مرض نفسي
Puberty,البلوغ
Public,عام
Public Consumption,استهلاك عام
Public Funds,موارد عامة للدولة
Public Goods,سلعة عامة/ مصالح عامة
Public religion,دين عام
Public Sector,قطاع عام
Public Sphere,نطاق حياة عامة/ ميدان عام
Public Square,ساحة عامة (محل تجمع المواطنين)
Public Utilities,منافع عامة
Publicness,عاموية
Punctuation,علامات الوقف
Purchasing Power Parity (PPP),تكافؤ القوة الشرائية
Pure Reason,عقل محض (كانط)
Purgatory,مطهر
Puritan Christianity,المسيحية الطهارنية
Puritaniam,طبيعية/ طهارنية/ ثورة بيوريتانية
Puritans,بيوريتانيون/تطهريون/ طهرانيون
Purposefulness,مرمى واضح أو هادفية
Putsch,انقلاب (بالألمانية)
Pygmies,بيجمة (الأقازم)
Q ratio,"نسبة(Q بين القيمة السوقية والقيمة المقدرة لسهم
شركة)"
QDP,إجمالي الناتج المحلي
Quakers,"أعضاء مذهب مسيحي كاره للحرب و محب لخدمة
المجتمع"
Quality assurance,ضمان النوعية
Quality Ladder,سلم الجودة
Quantifiable “Backwardness”,تراجع قابل للقياس
Quantification,تقييس
Quantity-theory of Money,نظرية كمية النقود
Quantum,كم
Quartering,شعار النبالة
Quasi-Rent,شبه- ريع
Quddriviun,"كودريفية (المنظومة أو المجموعة الرباعية في المعرفة
بحسب التقسيم اليوناني القديم وتشمل الحساب
والهندسة والفلك ونظرية الموسيقى)"
Quesnay’s Maxims,نصائح كيزني
Questionable Legitimacy,مشروعية مشكوك بها
Questionnaire,استبيان/ استطلاع
Quod Erat Demonstrandum,مطلوب إثباته (منطق– رياضيات)
Rabbinic Reform,إصلاح ربيني أو حاخامي
Rabble,غوغاء
Racial,عنصري
Racial Superiority,تفوق عنصري
Racialism,نزعة عنصرية
Radical,جذري
Radical Faction,فصيل راديكالي
Radical Reorientation of Politics,إعادة توجيه جذرية للسياسة
Radical Republicans,جمهوريون راديكاليون
Ragioneria,مسك الدفاتر المحاسبية
Rain Forests,غابات مطرية
Raison d’état,مصلحة الدولة العليا
Ramp,تسلق/ ارتفاع الأسعار
Rapprochement,تقارب
Rasselas,"رأس إيلاس (رواية الأديب الإنجليزي صمويل
جونسون)"
Rate of Inflation,معدل التضخم
Rates,رسوم أو ضرائب
Rational,عقلاني
Rationalism,المذهب العقلي
Rationality,عقلانية
Rationalization (s),تبرير/ تسويغ/ عقلنة/ تبريرات
Rationalized Production,إنتاج مرشد
Raw Materials,مواد أولية
Reactionary,رجعي
Reactionary Syndrome,متلازمة رجعية
Real,حقيقي
Real Cash Balances,أصول نقدية حقيقية
Real Economy,اقتصاد عيني
Real Estate,عقار
Real India,الهند الحقيقية
Real Output,ناتج حقيقي
Real Politic,الواقعية السياسية
Real Property Act,قانون عقاري
Real Wage,أجر حقيقي
Realism,واقعية
Reality,واقع
Reason,عقل/ فكر
Reasonableness,تعقل
Rebels,ثوار
Recession,انكماش (اقتصادي) /فتور/ ركود
Recital,تلاوة
Recitation,تلاوة
Reclamation,استصلاح
Reconstruction,إعادة البناء
Reconstructionist,داع الى إعادة البناء
Recontextualization,تجديد سياق
Rededication,إعادة تخصيص
Redemption,فداء/ فداء خلاصي
Reductionism,اختزالية
Reductionist,اختزالي
Redundancy/ Repetition,تكرار
Reemergence,الظهور مجددا
Reenactment,إعادة صياغة قانون
Reference Book on-line,كتاب مرجعي على الخط
Referendum,استفتاء
Reflection of Light,انعكاس الضوء
Reflective Art,فن تأملي
Reflexive,انعكاسي
Reform,إصلاح
Reform Bell,قانون الإصلاح
Reformation,إصلاح/ إصلاح ديني
Refraction,انكسار
Regalism,ملكية
Regeneration Societies,جمعيات التجديد والانبعاث الروحي
Regime,نظام
Region,إقليم
Regional Affiliation,نسب إقليمي
Regional Trading,تجارة إقليمية
Regnum,دولة
Regulationist School,مدرسة التوجيه
Regulations,أنظمة وتنظيم
Regulatory Challenges,تحديات تواجه سياسة التوجيه
Regulatory Institutions,مؤسسات تنظيمية
Reification,تمدية
Reintegrate,إعادة دمج
Rejection,رفض
Relation - Word,كلمة - علاقة
Relational (Meaning),علاقي (معنى)
Relative Abundance,وفرة نسبية
Relative and Absolute,نسبي ومطلق
Relative Scarcity,ندرة نسبية
Relativization,استنسابية
Relevance,صحة / ملاءمة / صلة بموضوع
Reliability,موثوقية
Religion,دين
Religiosity,تدين
Religious community,جماعة دينية
Religious Fellow-Travelling,مناصرة دينية
Religious Individuation,تفرد ديني
Religious Sectarianism,تعصب ديني
Relocation,إعادة تموضع
Remoteness,تحكم عن بعد
Renaissance,"نهضة/ عصر النهضة/ عصر الإحياء والانبعاث
(النهضة)"
Rent,ريع
Rental Markets,أسواق التأجير
Rentier Class,طبقة تعيش من ريع العقارات
Rentier Nobility,أرستقراطية ريعية
Rentier states,دول ريعية
Renting,تأجير
Repertoire,ذخيرة أعمال
Reporting,استحضار مقتبس
Representation (s),تمثيل/ ممثليات
Representative Value,قيمة تمثيلية
Repression,كبت
Reproduction,توليد/ إعادة إنتاج/ عملية توريد
Republican,جمهوري
Republicanism,المذهب الجمهوري
Reputation,شهرة
Requisition,إجبار الأهالي على تقديم لوازم الجيش
Requisitioning,مصادرة
Res Privata,مصلحة خاصة/ صالح خاص
Res Publica,مصلحة عامة/ صالح عام/ جمهورية
Research and Development,للبحث والتطوير
Reservation,محمية
Reservatus,قطع الجماع (لمنع الإخصاب)
Reserve Familial,احتياطي عائلي
Resistance,مقاومة
Resistance Group,مجموعة مقاومة
Resocialization,إعادة الدمج في المجتمع
Resources,موارد
Restoration,استرداد الحكم/ تجديد
Restoration of Monarchy,إعادة الملكية
Restotrationist Project,تجديدي
Restrictions,قيود
Restrictive Association,جمعيات مقتصرة على أعضائها
Restructuring and Deregulation,"سياسة إعادة الهيكلة والحد من التوجيه (أو التدخل
الحكومي)"
Resurrection,انبعاث (أو البعث)
Retail Prices,أسعار التجزئة
Retail Store,متجر بيع بالمفرق(بالتجزئة)
Retrospective,استعادي
Retrospective Comparison,استعادة الماضي وتأمله ومقارنة الوقت الحاضر به
Return,عائد
Return of the Repressed,عودة المكبوت
Returns to Scale,غلة الحجم
Revealed religion,الديانات المنزلة
Reveals Itself,ما يكشف عن نفسه
Reversibility,معكوسية
Revisionism,مدرسة المراجعة التاريخية/ نزعة تحريفية
Revisionist,داع الى المراجعة
Revisionist Currents,تيارات تحريفية
Revisionist Historian,مؤرخ تحريفي
Revisionist Marxism,ماركسية تعديلية
Revivalism,إحيائية
Revolution From Above,ثورة من أعلى
Revolutionary Coercion,إكراه ثوري
Revolutionary Dictatorship,دكتاتورية ثورية
Revolutionary Impulse,قوة دفع ثورية
Revolutionary Necessity,ضرورة ثورية
Revolutionary Radicalism,راديكالية ثورية
Revolutionary Repression,قمع ثوري
Revolutionizing,تنوير
Rhyme,قافية
Rhythm,إيقاع
Right,يمين
Right to life movement,حركة الحق في الحياة
Right to Nonconformity,حق الانشقاق وعدم الموافقة
Rights,حقوق
Riots,أعمال شغب
Ritual (s),طقس ديني/ احتفال ديني/ طقوسي / شعائري/ طقوس
Ritual Purity,طهر طقسي
Robot,روبوت/إنسان ﺁلي
Rocketing Prices,ارتفاع سريع في الأسعار
Romance Language,لغات من أصل لاتيني
Romanism,الرومانية
Romantic,رومنسي
Romanticism,رومانسية/ المذهب الرومانسي
Routinization of charisma,روتنة الكاريزما
Royal Absolutism,حكم ملكي مطلق (استبداد ملكي)
Royal Bureaucracy,بيروقراطية ملكية
Rule by the Islamic Jurist,ولاية الفقيه
Rum,روم
Rural Proletariat,بروليتاريا ريفية
Russian Formalism,شكلانية روسية
Saboteurs,مخربون
Sacerdotal,كهنوتي
Sacerdotarium,سلطة الكهنة
Sacramental,أسراري
Sacred,مقدس
Sacredness,قداسة
Sacromagical,سحري القداسة
Sacrosanct,مقدس
Sadism,سادية
Sailing Vessel,مركب شراعي
Salvation,خلاص
Sanctity,قداسة
Sanity,سلامة العقل
Sanskrit,سنسكريتية (اللغة الكلاسيكية (المقدسة) لقدماء الهنود)
Satellite,قمر صناعي
Satiagraha,عدم التعاون السلمي (الهند)
Satisfying Behavior,سلوك مرضي أو مقبول
Saturation Level,مستوى التشبع
Saturation Tendency,نزعة إشباعية
Savage,بدائي/ همجي/ وحشي/ بري
Savage Mind,فكر بري
Saving Rate,معدل الادخار
Saving Ratio,معدل الادخار
Scale,صعيد/ معدل/ مقياس
Scandals,فضائح
Scarification,تعزيق أو تشطيب الجلد
Scholastic Sterility,عقم تعليمي
Scholasticism,سكولاستية
Schroffs,صارفون/ صيارفة (مع تصحيفها في الهند إلى شراف أو شروف)
Scientific Field,حقل علمي
Scientific Neutrality,حياد علمي
Seasonal Labour,عمالة موسمية
Second Economic Sector (Services),قطاع الاقتصاد الثاني (الخدمات)
Second great awakening,الصحوة العظمى الثانية
Sect,فرقة دينية / مذهب
Sectarianism,تعصب مذهبي
Sectarians,دعاة الطائفية
Sectional Interests,مصالح طبقية
Sectional Struggle,صراع فئوي
Sector,قطاع
Secular,مدني/ دنيوي/علماني/ دهري
Secular Tenets of Social Organization,أسس مجنية للتنظيم الاجتماعي
Secularism,علمانية/ دنيوية
Secularist,علمانوي
Secularization,علمنة
Segmentation,تجزيئية
Seigneur,سيد إقطاعي
Selective Nature,طبيعة انتقائية
Self - authorization,تفويض ذاتي
Self - Subsistence,كفافي ... اكتفاء ذاتي
Self Possession,امتلاك الذات
Self Sufficiency,اكتفاء ذاتي
Self-Actualization,تحقيق الذات
Self-Alienation,استلاب ذاتي
Self-Defeating Opportunity,انتهازية مهزومة ذاتيا
Self-Denying Ordinance,قانون إنكار الذات
Self-Determination,تقرير المصير
Self-Esteem,إجلال الذات
Selfishness/ Egocentricity,أنانية
Self-Liquidating,تسوية/ تصفية
Self-Motivated,محفز ذاتيا
Self-Mutilation,تشويه ذاتي
Self-Realization,إدراك أو وعي ذاتي
Semantic (s),دلالي/ دلالة (علم)
Semantic Relations,علاقات دلالية
Semi - Transparency,شبه - الشفافية
Semi – Transparent (Word),شبه – شفافة (كلمة)
Seminarian,طائفة دينية
Semiotics,سيميوتيكا/علم دراسة الإشارات و الرموز/ سيميائية
Sensibility,إحساس
Sensorialist,حواسي
Sensory,محسوس
Sensory faculty,ملكة حسية
Sensuousness,محسوسية
Sententiousness,وعظية
Sephardic,سفارديم (من اليهود المشرقيين )
Serf,قن، عبد الأرض
Serfdom,قنانة
Seriousness,رصانة
Servile Labor,عمالة العبيد
Servitude,عبودية
Settlement Cluster,مجمع استيطاني
Settlements,مستوطنات
Shadow Price,ثمن الظل
Shallow Integration,تكامل ضحل
Sham Rebellion,ثورة مزيفة مخادعة
Shamans,كهان (الشامانيون)
Sharecropping,مزارعة
Sheikhocracy,شيخوقراطية
Shibboleth,ازدواجية
Shift,تحول، انعطاف، انقلاب
Shintoist,شنتوي
Shipping,شحن بحري
Shipping Subsidies,إعانات الشحن
Ships of the Desert,سفن الصحارء
Shock Reform Program,برامج الإصلاح بالصدمة
Shock Therapy,علاج بالصدمة
Shogunate,شوغن من طبقة الحكام والقادة في اليابان
Shopping Mall,معارض التسوق/ مجمعات التسوق
Sidon,صيدا (في لبنان)
Sign,علامة/ إشارة/ ﺁية
Signification,تشكيل/ إنتاج المعاني
Signified,مدلول
Signifier,دال
Signs,أمارات
Silk Road,طريق الحرير (تجارة ﺁسيا ـ أوروبا)
Simoniacal,سيموني
Simple Living Movement,حركة الحياة البسيطة
Simplicity,بساطة
Simplification,تبسيط
Sine qua non,شرط لابد منه
Single European,قانون أوروبي موحد
Single-Handed Control,سيطرة الفرد الواحد
Singularity,تفرد
Sinologist,علم صينيات
Site,موقع
Skepticism,شك (فلسفي)
Skinheads,رؤوس حليقة
Slash-and-Burn,اقطع واحرق(زراعة الوقيد)
Slave Economies,اقتصادات سخرة العبيد
Slave Raiders,قراصنة الاستعباد
Slave Trade,تجارة الرقيق (النخاسة)
Slavery,نخاسة/ عبودية/رق
Sleeping Partner,شريك متضامن
Slogan,شعار
Slope,ميل
Slum Neighborhoods,أحياء فقيرة
Small Cottage Industry,صناعات منزلية بسيطة
Smooth Substitutability,إحلال مستمر
Sociability,مجتمعية
Social Actors,فاعلون اجتماعيون
Social Analysis,تحليل اجتماعي
Social and Cultural Factors,عوامل اجتماعية وثقافية
Social Bouleversement,اضطرابات اجتماعية
Social Capital,رأس مال اجتماعي
Social Coherence,تماسك اجتماعي
Social Cohesion,تماسك اجتماعي
Social Composition,تركيبة اجتماعية
Social Compromise,تسوية اجتماعية
Social Constructivism,تشييدية اجتماعية
Social Continuity,تواصل اجتماعي
Social Contract,عقد اجتماعي
Social Difference,اختلاف اجتماعي
Social Disintegration,تفسخ إجتماعي
Social Dislocation,إزاحة اجتماعية/ انسلاخ اجتماعي
Social Effects,نتائج اجتماعية
Social Engineer,منظم أو مهندس اجتماعي
Social Enterprises,مشروعات أعمال اجتماعية
Social Events,أحداث اجتماعية
Social Imperialism,إمبريالية اجتماعية
Social Insurance,الضمان الاجتماعي
Social Labour,عمل اجتماعي
Social Market,سوق اجتماعي
Social Material,مادة اجتماعية
Social Mobility,حراك اجتماعي
Social Order,نظام إجتماعي
Social practices,ممارسات اجتماعية
Social Prestige,مكانة اجتماعية رفيعة
Social Regulation,توجيه (أو وضع ضوابط) اجتماعية
Social Research Themes,مواضيع بحث اجتماعي
Social Rigidity,جمود اجتماعي
Social Science Literature,أدب العلم الاجتماعي
Social Structure,بنية اجتماعية
Social Time Preference,تفضيل اجتماعي للزمن
Social Trust,ثقة اجتماعية
Social Upheaval,انتفاضة اجتماعية
Social Utility,منفعة اجتماعية
Social Welfare,رفاهية اجتماعية
Socialism,اشتراكية
Socialist Realism,واقعية اشتراكية
Socialization,جتمعة/ تنشئة اجتماعية
Socially Significant Choices,خيارات اجتماعية مهمة
Socialokonomik,اقتصاد اجتماعي (بالألماني)
Socialpsychische ablaufe in volkerleben,مسيرة نفسية اجتماعية لحياة الشعوب(بالألمانية)
Societal,مجتمعي
Societal Informalization,تجاوز رسميات مجتمعية
Societas Maris,شركات بحرية
Society,مجتمع
Society of Societies,مجتمع المجتمعات (مونتسكيو)
Socioeconomic Equality,مساواة اقتصادية - اجتماعية
Sociology,علم الاجتماع/ سوسيولوجيا
Sociology of Religion,علم اجتماع الدين
Sociopolitical tensions,توترات اجتماعية ـ سياسية
soft states,دول لينة
Software,برامجيات (الحاسوب)
Software Production,إنتاج برمجيات
Sola Fide,الإيمان وحده
Sola Scriptura,مرجعية الكتاب الوحيدة
Solidarity,تكافل/ تضامن
Solitariness,وحدة
Solitary ego,أنا مستوحدة
Sophisticated,معقدة
Sophistication,تفنن
Sororization,أخويات
Soteriological,خلاصي
Southern Baptist Convention,مؤتمر الكنيسة المعمدانية الجنوبية
Sovereign,صاحب السيادة (هوبز)
Sovereignty,سيادة
Soviet Enterprise,مشروع سوفياتي
Soviet Style Socialism,اشتراكية على الطريقة السوفياتية
Soviet Type,نمط سوفياتي
Soviet Type Organization,منظمة من النمط السوفياتي
Space,مكان
Space of Flows,فضاء التدفقات
Space of Places,فضاء المكان
Spasmodic Tendency,اندفاع في المشاعر
Spatial,مكاني
Spatial Scale,مستوى الحيز
Spatial Transactions Costs,تكاليف معاملات مكانية
Specific Heat,حرارة نوعية
Spectrum,طيف
Specular,مرﺁوي
Specular Identification,تماه مرﺁوي
Speculator,مضارب
Speech Transcript,كلام مدون/ مخطوطة كلام
Speleology,علم دراسة المغاور والكهوف
Sphere,نطاق
Spice Trade,تجارة التوابل
Spinning Jenny,دولاب غزل جني
Spirit (Geist),روح
Spiritism,أرواحية
Spiritualism,روحانية
Spirituality,روحانية
Sponsorship of Events,رعاية الأحداث(المناسبات)
Spontaneity,عفوية/ تلقائية
Spot Market,سوق البضاعة الحاضرة
Square Brackets,أقواس خارجية
Squire,مالك الضيعة الإنجليزي
Squirearchy,حكم ملاك الأراضي/ طبقة ملاك الأراضي
Staff Appraisal,تقييم عاملين
Stage Fright,رهبة المسرح(الخشية من مواجهة الجمهور)
Stakeholder Capitalism,رأسمالية لجميع المتعاملين
Stalinism,ستالينية
Standard,عياري(ستاندارد)
Standard Mapping,مخطط نموذجي
Standard of Living,مستوى المعيشة
Standard Wages,أجور تقليدية متعارفة
Standardization (See: Customization),نمطية، مقايسة (قارن: تعديل أو تكييف)
Staple,سلعة مطلوبة على الدوام
Star Chamber,محكمة / قاعة النجوم
Start Up,ينطلق
State capitalism,رأسمالية الدولة
State of Nature,حال الطبيعة (لوك)
State Ownership,ملكية الدولة
Statecraft,فن الحكم والإدارة
Statehood,كيان الدولة
Statements,أقوال/ جمل
Statements of Facts (Real Statements),أقوال وقائعية
Static,سكوني
Statistics,إحصاء
Status,مرتبة اجتماعية
Status Group,جماعة المكانة
Statute Book,مجموعة القوانين
Steady State,وضع متواتر
Steady State,حالة ثابتة (أو منتظمة)
Stealth,خلسة
Steamship,مركب بخاري
Stimulants,منشطات / منبهات
Stimulus,مثير، منبه
Stock Exchange,بورصة
Stock Market,سوق الأسهم
Stoic,رواقي
Stoicism,رواقية
Store of Wealth,مخزن للثروة
Strategy,استارتيجية
Stratification,تراتبية
Stratigraphic,تراكبي/ نضدي/ طبقي
Stratum,شريحة (طبقة)
Strict Environmental Liability,مسؤولية صارمة عن البيئة
Strictures,قيود
Strike,إضراب
Strongholds,مواقع السيطرة
Structural Analysis,تحليل بنيوي
Structural Theory,نظرية بنيوية
Structuralism,بنيوية
Structure,بنية/ تركيب/ تركيبة
Style (s),أسلوب/ أساليب
Stylization,أسلبة
Stylized Facts,حقائق ذات الشكل النسقي
Sub - System,نظام فرعي
Subatomic,دون ذري
Subcontract,تعاقد من الباطن
Subidiarity,تابعية
Subincision,تشريط
Subjective,ذاتي
Subjective Value Judgments,أحكام قيمية شخصية
Subjective Well-Being,رفاهية ذاتية
Subjectivist Emotivism,انفعالية ذاتوية
Subjectivity,ذاتية
Subject-matter,موضوع
Sublimation,تسام
Subliminal,باطني
Subliminal Causality,سببية باطنية
Subsidies,إعانة مالية/ إعانات
Subsistence Agriculture,زراعة الكفاف
Substructure,بناء قاعدي
Subsystem,نظام فرعي
Sub-text,نص فرعي
Suburbanization,إنتشار الضواحي
Subversive Doctrine,مذهب هدام
Sui Generis,فريدة من نوعها
Summaria Alexandrinorum,جوامع الإسكندارنيين
Sumptuary Edicts,مراسيم ضاغطة للإنفاق
Sumptuary Legislation,تشريع ضاغط للإنفاق
Sunbelt,حزام الشمس
Super Clusters,تشابكات فضلى
Super Stock,سهم ممتاز
Supernatural,فوق طبيعي
Supernatural Beings,كائنات مفارقة للطبيعة
Superpatriotism,نزعة وطنية متعصبة
Superpower Status,منزلة قوة عظمى
Superstar,نجم عالمي
Superstition,معتقد خرافي/ خرافة
Superstructure,بنية فوقية
Supply-Side Innovations,ابتكارات جانب العرض
Supreme Court,محكمة عليا
Surplus (es),فائض/ فوائض
Surplus labor,فائض العمل
Surplus Labor Power,فائض قوة العمل
Surplus value,فائض القيمة
Surplus Work,فائض العمل
Surrealism,سوريالية/ سريالية
Survival Characteristics,صفات البقاء
Sustainable Development,تنمية مستدامة
Swadeshi,"سواديشي، دعوة الاكتفاء بالمنتج المحلي في الهند
للاستغناء عن الأجنبي"
Swadishi,اكتفاء ذاتي (الهند)
Swaraj,كلمة من أصل سنسكريتي معناها الحكم الذاتي
Syllogism,قياس منطقي
Syllogistic Reasoning,استدلال قياسي (منطق)
Symbioses,تكافل/ تعايش
Symbiosis,تكافل
Symbolic,رمزي
Symbolic Capital,رأس مال رمزي
Symbolic Phallus,قضيب رمزي
Symbolism,رمزية
Symbols,رموز
Symmetric,متناظر
Symmetry,تناسق
Symptome,عارض
Synchronic,ﺁني
Synchrony,تزامن
Syncretism,تلفيقية
Syndicalism,مبدأ النقابات المهنية
Synodic,مجمعي
Synopsis,موجز
Syntheses,توليفات
Synthesis,توليفة
Synthetic,تركيبي
Syriac,سرياني/ لغة السريانية (وقد ترسم السوريانية)
Syriac-speaking,ناطق بالسريانية
System,نظام/ نسق
System Integrators,مكاملي النظم
System of Needs,نظام الحاجات (هيغل)
Systematic,نظامي/ منهجي/ نسقي/ منظوم
Systemic Functional Linguistics (SFL),ألسنية وظيفية نظامية
Systems Marxism,ماركسية الأنظمة
Systems Theory,نظرية الأنساق
Taboo,محرم/ محظور
Taboo of Incest,حظر سفاح المحارم
Tacit knowledge,معرفة ضمنية
Takeover,هيمنة
Talhi/Tahiri,"طلحي/ طاهري(نسبة إلى أميرين من العشيرة
الطاهرية)"
Tangent,نقطة تماس
Taoism,طاوية (ديانة الصين القديمة)
Tariff Agreements,اتفاقات التعريفة
Tariff Mongers,"تجار التعرفة (المستفيدونمن وجود التعرفة لتحقيق
الأرباح("
Taste Makers,صناع الذوق
Tautology,قضية تحليلية (صادقة دائما)
Tax Exemption,إعفاء ضريبي
Tax Farming System,نظام الالتازم(ضرائب الأراضي الزراعية)
Tax Reform,إصلاح ضريبي
Taxes,ضرائب
Taxonomy,تصنيفية/ علم التصنيف
Technical Progress,تقدم فني
Techniques,تقنيات
Technological Determinism,حتمية تكنولوجية
Technology,تكنولوجيا/ تقنية
Technology Frontier or Envelope,حد أو تخم تكنولوجي
Teenagers,من هم دون العشرين بدلا من مراهقين
Telecommunication,اتصالات عن بعد
Teleological,غائي
Telescope,مرصد
Televangelist,مبشر إنجيلي تلفزيوني
Temporal,زمني
Temporary Workers,عمال مؤقتون
Tenacity,تماسك
Tenet,معتقد
Term,مصطلح
Terminology,علم المصطلحات
Territorial Expansion,توسع إقليمي
Territorial National Churches,كنائس قومية محلية
Territoriality,إقليمية
Terrorism,إرهاب
Tertiary,ثالثي
Test-path,مسار اختباري
Text Analysis,تحليل نصي
Text Analysis Example,مثال عن التحليل النصي
Texturing,نسج النص
The Anti-Corn Law Bill,مشروع القانون المضاد للحبوب
The Big Fix,عامل حاسم
The City of London,حي المال في لندن
The Continent,أوروبا
The Crisis of Feudalism,أزمة النظام الإقطاعي
The Good,خير، مثال الخير (أفلاطون)
The Great Depression,أزمة الكساد الكبرى
"The Harrod - Domar Consistency
Conditions",شروط هارود- دومار للاتصاق
The Irrational Exuberance of the Market,طفرة السوقا للاعقلانية
The Marriage Contract,عقد الزواج
The Middle Race,عرق متوسط
The Periphery in Creolization,تهجين الأطراف( كر يلة الأطراف)
The Pilgrimage of Grace,رحلة الغفارن
The Political Reform Movement,إصلاح سياسي
The Principles of the Tableau,مبادئ اللائحة
The Silk Road,طريق الحرير
The Standard Neoclassical Model,نموذج نيوكلاسيكي معياري
The Three Classical Tenets,معتقدات كلاسيكية ثلاثة: حرية الكلام، تجمع وتملك
The Two Pieces of Ardashir,كتاب النصيحتين لأردشير
The Wild West,غرب متوحش
"The Women's Civic Movement,
Conciencia","حركة ""الضمير"" المدنية النسوية"
The Workshop of the World,ورشة العالم
The World Community,أسرة عالمية
The World Market,السوق العالمية
Theater of Cruelty,مسرح القسوة
Theater of the Absurd,مسرح العبث
Theme Parks,تسلية في الهواء الطلق
Theocentricity,ألوهية
Theocracy,حكومة دينية/ ثيوقراطية/ حكم ديني
Theocrat,ثيوقراطي
Theologian,"كلامي (أيالعامل في علم الكلام في الإسلام)/
لاهوتي"
Theology,لاهوت
Theoretic,نظري
Theoretical Inspiration,إيحاء بطرح النظريات
"Theoretical Issues, CDA",مسائل نظرية
Theoretical Parsimony,تدبير الإدارة الاقتصادية
Theory,نظرية
Theory and Practice,نظرية وتطبيق
